"Privato/Pubblico";"Regione";"Codice edificio";"DO_Y";"DO_X";"Agibilità";"Provincia";"Codice ISTAT";"ID";"X Gauss-Boaga";"gid";"Y Gauss-Boaga";"Comune";
"privato";"Toscana";"CASO_0024_00532";"44.1989691731715";"10.1745207549012";"E";"MASSA-CARRARA";"9450004";"481";"1593880";"480";"4894660";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0008_108+";"44.230198474211";"10.2100752790326";"A";"MASSA-CARRARA";"9450004";"482";"1596670";"481";"4898170";"Casola in Lunigiana";
"pubblico";"Toscana";"CASO_0018_606+";"44.2250811715793";"10.2087184622238";"A";"MASSA-CARRARA";"9450004";"483";"1596570";"482";"4897600";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0008_00212";"44.2288655530596";"10.2084202736095";"B";"MASSA-CARRARA";"9450004";"484";"1596540";"483";"4898020";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0008_00216";"44.2288682007893";"10.2081699123994";"B";"MASSA-CARRARA";"9450004";"485";"1596520";"484";"4898020";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0008_00433";"44.2302845056799";"10.2104526735634";"E";"MASSA-CARRARA";"9450004";"486";"1596700";"485";"4898180";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0008_00395";"44.2288708479703";"10.207919551155";"E";"MASSA-CARRARA";"9450004";"487";"1596500";"486";"4898020";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0018_00141";"44.223900446622";"10.2096958830552";"A";"MASSA-CARRARA";"9450004";"488";"1596650";"487";"4897470";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0018_12+";"44.2260527254828";"10.2104911643106";"A";"MASSA-CARRARA";"9450004";"489";"1596710";"488";"4897710";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0018_00137";"44.2239917815918";"10.2095725558235";"F";"MASSA-CARRARA";"9450004";"490";"1596640";"489";"4897480";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0035_00138";"44.1763902392039";"10.1814532487541";"A";"MASSA-CARRARA";"9450004";"491";"1594470";"490";"4892160";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0035_00523";"44.1746735542003";"10.1820444436151";"A";"MASSA-CARRARA";"9450004";"492";"1594520";"491";"4891970";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0035_00139";"44.1762989344632";"10.1815765223608";"A";"MASSA-CARRARA";"9450004";"493";"1594480";"492";"4892150";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0035_01008";"44.1747635656383";"10.1820462413727";"A";"MASSA-CARRARA";"9450004";"494";"1594520";"493";"4891980";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0035_00140";"44.1762089230343";"10.1815747252214";"A";"MASSA-CARRARA";"9450004";"495";"1594480";"494";"4892140";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0035_00620";"44.173757904139";"10.1835272483198";"A";"MASSA-CARRARA";"9450004";"496";"1594640";"495";"4891870";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0035_00141";"44.1761189116038";"10.1815729280905";"A";"MASSA-CARRARA";"9450004";"497";"1594480";"496";"4892130";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0035_00618";"44.1738479155433";"10.1835290482754";"A";"MASSA-CARRARA";"9450004";"498";"1594640";"497";"4891880";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0035_00146";"44.175846290315";"10.1818176759494";"A";"MASSA-CARRARA";"9450004";"499";"1594500";"498";"4892100";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0035_00557";"44.1746670832272";"10.1826697790279";"A";"MASSA-CARRARA";"9450004";"500";"1594570";"499";"4891970";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0035_00633";"44.1734852787584";"10.1837719775482";"E";"MASSA-CARRARA";"9450004";"501";"1594660";"500";"4891840";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0035_00146";"44.175846290315";"10.1818176759494";"E";"MASSA-CARRARA";"9450004";"502";"1594500";"501";"4892100";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0035_00505";"44.1748484005378";"10.182548309007";"E";"MASSA-CARRARA";"9450004";"503";"1594560";"502";"4891990";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0035_01001";"44.1735765858109";"10.1836487131505";"F";"MASSA-CARRARA";"9450004";"504";"1594650";"503";"4891850";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0035_00557";"44.1746670832272";"10.1826697790279";"F";"MASSA-CARRARA";"9450004";"505";"1594570";"504";"4891970";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0029_00545";"44.1821482828761";"10.155420483958";"A";"MASSA-CARRARA";"9450004";"506";"1592380";"505";"4892770";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0029_00803";"44.1828822859062";"10.1540586036748";"A";"MASSA-CARRARA";"9450004";"507";"1592270";"506";"4892850";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0029_00581";"44.1818681230662";"10.156415878765";"B";"MASSA-CARRARA";"9450004";"508";"1592460";"507";"4892740";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0029_00547";"44.182233234444";"10.1559225787398";"B";"MASSA-CARRARA";"9450004";"509";"1592420";"508";"4892780";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0029_00806";"44.182413258757";"10.1559260957211";"B";"MASSA-CARRARA";"9450004";"510";"1592420";"509";"4892800";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0029_00562";"44.1818757163459";"10.1556653778817";"C";"MASSA-CARRARA";"9450004";"511";"1592400";"510";"4892740";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0029_00554";"44.1821419567953";"10.1560459043168";"E";"MASSA-CARRARA";"9450004";"512";"1592430";"511";"4892770";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0029_00697";"44.1825083315652";"10.1554275148767";"E";"MASSA-CARRARA";"9450004";"513";"1592380";"512";"4892810";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0029_00519";"44.18268962073";"10.1553059451473";"E";"MASSA-CARRARA";"9450004";"514";"1592370";"513";"4892830";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0010_339+";"44.2236938708765";"10.1777664861882";"A";"MASSA-CARRARA";"9450004";"515";"1594100";"514";"4897410";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0024_276+";"44.2007565294685";"10.1758077389267";"A";"MASSA-CARRARA";"9450004";"516";"1593980";"515";"4894860";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0010_95+";"44.2243174931359";"10.1784049083016";"A";"MASSA-CARRARA";"9450004";"517";"1594150";"516";"4897480";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0024_514+";"44.1992340612291";"10.1750265959201";"A";"MASSA-CARRARA";"9450004";"518";"1593920";"517";"4894690";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0024_763+";"44.2007500896464";"10.1764333515648";"A";"MASSA-CARRARA";"9450004";"519";"1594030";"518";"4894860";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0010_99+";"44.2242287732977";"10.1782779408438";"A";"MASSA-CARRARA";"9450004";"520";"1594140";"519";"4897470";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0024_132+";"44.2018147539098";"10.177956339216";"A";"MASSA-CARRARA";"9450004";"521";"1594150";"520";"4894980";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0010_99+";"44.2242287732977";"10.1782779408438";"A";"MASSA-CARRARA";"9450004";"522";"1594140";"521";"4897470";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0010_95+";"44.2243174931359";"10.1784049083016";"A";"MASSA-CARRARA";"9450004";"523";"1594150";"522";"4897480";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0010_00095";"44.2243174931359";"10.1784049083016";"A";"MASSA-CARRARA";"9450004";"524";"1594150";"523";"4897480";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0010_95+";"44.2243174931359";"10.1784049083016";"A";"MASSA-CARRARA";"9450004";"525";"1594150";"524";"4897480";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0024_417+";"44.2000454493663";"10.1749175726636";"A";"MASSA-CARRARA";"9450004";"526";"1593910";"525";"4894780";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0022_805+";"44.2018403101188";"10.1489219405678";"A";"MASSA-CARRARA";"9450004";"527";"1591830";"526";"4894950";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0010_79+";"44.224858848702";"10.1782905069101";"A";"MASSA-CARRARA";"9450004";"528";"1594140";"527";"4897540";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0010_160+";"44.2229686222712";"10.1782528099412";"A";"MASSA-CARRARA";"9450004";"529";"1594140";"528";"4897330";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0010_00366";"44.2245013871039";"10.1780329808017";"B";"MASSA-CARRARA";"9450004";"530";"1594120";"529";"4897500";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0010_A";"44.2243162020605";"10.1785300806238";"E";"MASSA-CARRARA";"9450004";"531";"1594160";"530";"4897480";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0035_496+";"44.1747648594263";"10.1819211740748";"A";"MASSA-CARRARA";"9450004";"532";"1594510";"531";"4891980";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0035_01030";"44.1746774351415";"10.1816692422668";"A";"MASSA-CARRARA";"9450004";"533";"1594490";"532";"4891970";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0015_00593";"44.2135181280501";"10.1867014807211";"A";"MASSA-CARRARA";"9450004";"534";"1594830";"533";"4896290";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0015_00225";"44.2141456026977";"10.1869644327106";"A";"MASSA-CARRARA";"9450004";"535";"1594850";"534";"4896360";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0015_00591";"44.2137868601336";"10.1868320522509";"A";"MASSA-CARRARA";"9450004";"536";"1594840";"535";"4896320";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0017_00524";"44.2188898999871";"10.1982013292989";"A";"MASSA-CARRARA";"9450004";"537";"1595740";"536";"4896900";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0035_00523";"44.1746735542003";"10.1820444436151";"B";"MASSA-CARRARA";"9450004";"538";"1594520";"537";"4891970";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0010_00357";"44.2237567552055";"10.1803968743681";"B";"MASSA-CARRARA";"9450004";"539";"1594310";"538";"4897420";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0035_00520";"44.1746774351415";"10.1816692422668";"C";"MASSA-CARRARA";"9450004";"540";"1594490";"539";"4891970";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0015_00549";"44.213007923677";"10.1838122325273";"C";"MASSA-CARRARA";"9450004";"541";"1594600";"540";"4896230";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0035_00496";"44.1747648594263";"10.1819211740748";"E";"MASSA-CARRARA";"9450004";"542";"1594510";"541";"4891980";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0017_00448";"44.2187998897749";"10.1981995041618";"E";"MASSA-CARRARA";"9450004";"543";"1595740";"542";"4896890";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0017_00169";"44.2187998897749";"10.1981995041618";"F";"MASSA-CARRARA";"9450004";"544";"1595740";"543";"4896890";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0015_00371";"44.2110263896146";"10.1838977157803";"A";"MASSA-CARRARA";"9450004";"545";"1594610";"544";"4896010";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0015_00243";"44.2137642637978";"10.1803224621333";"A";"MASSA-CARRARA";"9450004";"546";"1594320";"545";"4896310";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0008_125+";"44.2300131504767";"10.2105723229212";"A";"MASSA-CARRARA";"9450004";"547";"1596710";"546";"4898150";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0008_00451";"44.2301931697263";"10.2105760123446";"A";"MASSA-CARRARA";"9450004";"548";"1596710";"547";"4898170";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0008_00131";"44.2300158029768";"10.2103219570453";"E";"MASSA-CARRARA";"9450004";"549";"1596690";"548";"4898150";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0015_00709";"44.2142615890311";"10.1844632271139";"F";"MASSA-CARRARA";"9450004";"550";"1594650";"549";"4896370";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0008_00393";"44.2293103044331";"10.2089302065957";"F";"MASSA-CARRARA";"9450004";"551";"1596580";"550";"4898070";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0008_00189";"44.2291302850462";"10.2089265223023";"F";"MASSA-CARRARA";"9450004";"552";"1596580";"551";"4898050";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0008_00415";"44.2290415998407";"10.2087994992207";"F";"MASSA-CARRARA";"9450004";"553";"1596570";"552";"4898040";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0008_00187";"44.2292202947404";"10.2089283644447";"F";"MASSA-CARRARA";"9450004";"554";"1596580";"553";"4898060";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0008_00186";"44.2292176453319";"10.2091787270773";"F";"MASSA-CARRARA";"9450004";"555";"1596600";"554";"4898060";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0029_00535";"44.1825070666071";"10.1555525997258";"B";"MASSA-CARRARA";"9450004";"556";"1592390";"555";"4892810";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0022_00621";"44.1926464865061";"10.1499946480585";"A";"MASSA-CARRARA";"9450004";"557";"1591930";"556";"4893930";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0015_00256";"44.2134994014787";"10.1798164721069";"A";"MASSA-CARRARA";"9450004";"558";"1594280";"557";"4896280";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0015_00389";"44.2107641349718";"10.1831414469792";"A";"MASSA-CARRARA";"9450004";"559";"1594550";"558";"4895980";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0024_00005";"44.2044212054418";"10.1783837370384";"A";"MASSA-CARRARA";"9450004";"560";"1594180";"559";"4895270";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0015_00314";"44.2122289063993";"10.1807924909558";"A";"MASSA-CARRARA";"9450004";"561";"1594360";"560";"4896140";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0024_00217";"44.2010149688921";"10.1769392163849";"A";"MASSA-CARRARA";"9450004";"562";"1594070";"561";"4894890";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0022_00215";"44.2022689609309";"10.1510578434112";"A";"MASSA-CARRARA";"9450004";"563";"1592000";"562";"4895000";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0024_00409";"44.2000299999338";"10.1764190250654";"B";"MASSA-CARRARA";"9450004";"564";"1594030";"563";"4894780";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0024_00528";"44.1989678869315";"10.1746458737207";"C";"MASSA-CARRARA";"9450004";"565";"1593890";"564";"4894660";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0024_00532";"44.1989691731715";"10.1745207549012";"C";"MASSA-CARRARA";"9450004";"566";"1593880";"565";"4894660";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0015_00362";"44.2109454524579";"10.1830199065827";"E";"MASSA-CARRARA";"9450004";"567";"1594540";"566";"4896000";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0015_00577";"44.2109363788101";"10.1838959129284";"E";"MASSA-CARRARA";"9450004";"568";"1594610";"567";"4896000";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0024_00447";"44.1998654268268";"10.1749139956921";"E";"MASSA-CARRARA";"9450004";"569";"1593910";"568";"4894760";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0024_00471";"44.1995941063275";"10.1750337504247";"E";"MASSA-CARRARA";"9450004";"570";"1593920";"569";"4894730";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0024_00437";"44.1996738192014";"10.1760365013132";"F";"MASSA-CARRARA";"9450004";"571";"1594000";"570";"4894740";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0024_00460";"44.1995863833759";"10.1757844710134";"F";"MASSA-CARRARA";"9450004";"572";"1593980";"571";"4894730";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0029_00522";"44.1827771030966";"10.1555578735715";"E";"MASSA-CARRARA";"9450004";"573";"1592390";"572";"4892840";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0029_00011";"44.191112501295";"10.1503402074254";"A";"MASSA-CARRARA";"9450004";"574";"1591960";"573";"4893760";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0029_00012";"44.1911099819967";"10.1505904139567";"A";"MASSA-CARRARA";"9450004";"575";"1591980";"574";"4893760";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0029_00029";"44.1907524525058";"10.1503332053684";"A";"MASSA-CARRARA";"9450004";"576";"1591960";"575";"4893720";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0029_00029";"44.1907524525058";"10.1503332053684";"A";"MASSA-CARRARA";"9450004";"577";"1591960";"576";"4893720";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0029_00058";"44.1907511929408";"10.1504583078768";"A";"MASSA-CARRARA";"9450004";"578";"1591970";"577";"4893720";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0029_00043";"44.1904887116095";"10.1497024441016";"A";"MASSA-CARRARA";"9450004";"579";"1591910";"578";"4893690";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0029_00039";"44.1904024751557";"10.1493253891712";"E";"MASSA-CARRARA";"9450004";"580";"1591880";"579";"4893680";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0015_00188";"44.2144390153796";"10.1847171372185";"A";"MASSA-CARRARA";"9450004";"581";"1594670";"580";"4896390";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0015_00689";"44.2163997687371";"10.1866341629245";"A";"MASSA-CARRARA";"9450004";"582";"1594820";"581";"4896610";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0015_00669";"44.2143477068958";"10.1848404838238";"A";"MASSA-CARRARA";"9450004";"583";"1594680";"582";"4896380";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0015_00136";"44.2153326321428";"10.1853609458224";"A";"MASSA-CARRARA";"9450004";"584";"1594720";"583";"4896490";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0015_00136";"44.2153326321428";"10.1853609458224";"A";"MASSA-CARRARA";"9450004";"585";"1594720";"584";"4896490";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0015_00597";"44.2165823894174";"10.1863874665256";"B";"MASSA-CARRARA";"9450004";"586";"1594800";"585";"4896630";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0015_00142";"44.2151526107638";"10.1853573351279";"B";"MASSA-CARRARA";"9450004";"587";"1594720";"586";"4896470";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0015_00206";"44.2143464089988";"10.1849656347353";"B";"MASSA-CARRARA";"9450004";"588";"1594690";"587";"4896380";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0015_00087";"44.2160423255819";"10.1863766246888";"E";"MASSA-CARRARA";"9450004";"589";"1594800";"588";"4896570";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0015_00741";"44.2143503022787";"10.1845901819756";"F";"MASSA-CARRARA";"9450004";"590";"1594660";"589";"4896380";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0015_00087";"44.2160423255819";"10.1863766246888";"F";"MASSA-CARRARA";"9450004";"591";"1594800";"590";"4896570";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0011_00120";"44.2211360949534";"10.1813460504437";"A";"MASSA-CARRARA";"9450004";"592";"1594390";"591";"4897130";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0024_00134";"44.2021722181612";"10.1782137630972";"A";"MASSA-CARRARA";"9450004";"593";"1594170";"592";"4895020";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0011_00185";"44.2217726392134";"10.1807328138352";"A";"MASSA-CARRARA";"9450004";"594";"1594340";"593";"4897200";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0011_00047";"44.2242838806112";"10.1816593859563";"A";"MASSA-CARRARA";"9450004";"595";"1594410";"594";"4897480";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0011_00117";"44.2212286937259";"10.1810975187477";"B";"MASSA-CARRARA";"9450004";"596";"1594370";"595";"4897140";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0024_00972";"44.1992353478921";"10.1749014765544";"E";"MASSA-CARRARA";"9450004";"597";"1593910";"596";"4894690";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0024_00484";"44.1994976596247";"10.1756575613454";"E";"MASSA-CARRARA";"9450004";"598";"1593970";"597";"4894720";"Casola in Lunigiana";
"privato";"Toscana";"CASO_0024_00484";"44.1994976596247";"10.1756575613454";"F";"MASSA-CARRARA";"9450004";"599";"1593970";"598";"4894720";"Casola in Lunigiana";
"privato";"Toscana";"FIVI_0033_00687";"44.1696744443879";"10.1514245075178";"B";"MASSA-CARRARA";"9450004";"274";"1592080";"599";"4891380";"Fivizzano";
"privato";"Toscana";"FIVI_0082_00012";"44.2354034898257";"10.13266975553";"A";"MASSA-CARRARA";"9450007";"600";"1590480";"600";"4898660";"Fivizzano";
"privato";"Toscana";"FIVI_0055_00166";"44.2549955616891";"10.1805204481287";"A";"MASSA-CARRARA";"9450007";"601";"1594270";"601";"4900890";"Fivizzano";
"privato";"Toscana";"FIVI_0057_00129";"44.250336180605";"10.1957081569623";"A";"MASSA-CARRARA";"9450007";"602";"1595490";"602";"4900390";"Fivizzano";
"privato";"Toscana";"FIVI_0081_00111";"44.2312505176012";"10.1338422445379";"A";"MASSA-CARRARA";"9450007";"603";"1590580";"603";"4898200";"Fivizzano";
"privato";"Toscana";"FIVI_0007_00433";"44.2879015917356";"10.1934618740473";"E";"MASSA-CARRARA";"9450007";"604";"1595250";"604";"4904560";"Fivizzano";
"privato";"Toscana";"FIVI_0143_00860";"44.170904955651";"10.1181758230037";"A";"MASSA-CARRARA";"9450007";"605";"1589420";"605";"4891480";"Fivizzano";
"privato";"Toscana";"FIVI_0158_00177";"44.1637806358218";"10.128547147218";"A";"MASSA-CARRARA";"9450007";"606";"1590260";"606";"4890700";"Fivizzano";
"privato";"Toscana";"FIVI_0068_00635";"44.242267963655";"10.1304219415673";"A";"MASSA-CARRARA";"9450007";"607";"1590290";"607";"4899420";"Fivizzano";
"privato";"Toscana";"FIVI_0143_00891";"44.1707188076967";"10.1187977299763";"A";"MASSA-CARRARA";"9450007";"608";"1589470";"608";"4891460";"Fivizzano";
"privato";"Toscana";"FIVI_0158_00140";"44.1641579664964";"10.126803348514";"A";"MASSA-CARRARA";"9450007";"609";"1590120";"609";"4890740";"Fivizzano";
"privato";"Toscana";"FIVI_0143_00551";"44.1656154315062";"10.1250800532689";"A";"MASSA-CARRARA";"9450007";"610";"1589980";"610";"4890900";"Fivizzano";
"privato";"Toscana";"FIVI_0143_00557";"44.1670753296376";"10.1231065660796";"A";"MASSA-CARRARA";"9450007";"611";"1589820";"611";"4891060";"Fivizzano";
"privato";"Toscana";"FIVI_0068_00359";"44.2388981767289";"10.1252230406865";"A";"MASSA-CARRARA";"9450007";"612";"1589880";"612";"4899040";"Fivizzano";
"privato";"Toscana";"FIVI_0158_00104";"44.1647017455007";"10.1264384818258";"A";"MASSA-CARRARA";"9450007";"613";"1590090";"613";"4890800";"Fivizzano";
"privato";"Toscana";"FIVI_0081_00006";"44.2374394706552";"10.1270736361201";"A";"MASSA-CARRARA";"9450007";"614";"1590030";"614";"4898880";"Fivizzano";
"privato";"Toscana";"FIVI_0158_00084";"44.1648558539541";"10.1290679313442";"A";"MASSA-CARRARA";"9450007";"615";"1590300";"615";"4890820";"Fivizzano";
"privato";"Toscana";"FIVI_0143_00547";"44.1657115996583";"10.1244565104311";"A";"MASSA-CARRARA";"9450007";"616";"1589930";"616";"4890910";"Fivizzano";
"privato";"Toscana";"FIVI_0081_00414";"44.2340399799159";"10.1248800432928";"A";"MASSA-CARRARA";"9450007";"617";"1589860";"617";"4898500";"Fivizzano";
"privato";"Toscana";"FIVI_0158_00074";"44.1647769558597";"10.1279407778996";"A";"MASSA-CARRARA";"9450007";"618";"1590210";"618";"4890810";"Fivizzano";
"privato";"Toscana";"FIVI_0081_00019";"44.2369807611174";"10.1279414567021";"A";"MASSA-CARRARA";"9450007";"619";"1590100";"619";"4898830";"Fivizzano";
"privato";"Toscana";"FIVI_0080_00114";"44.2326869451658";"10.1159639459538";"A";"MASSA-CARRARA";"9450007";"620";"1589150";"620";"4898340";"Fivizzano";
"privato";"Toscana";"FIVI_0068_00405";"44.2386244403094";"10.1255935102212";"B";"MASSA-CARRARA";"9450007";"621";"1589910";"621";"4899010";"Fivizzano";
"privato";"Toscana";"FIVI_0068_00378";"44.2389820219521";"10.1258507845747";"B";"MASSA-CARRARA";"9450007";"622";"1589930";"622";"4899050";"Fivizzano";
"pubblico";"Toscana";"FIVI_0143_00476";"44.1664427770817";"10.1233447173339";"B";"MASSA-CARRARA";"9450007";"623";"1589840";"623";"4890990";"Fivizzano";
"privato";"Toscana";"FIVI_0067_00155";"44.2381003899808";"10.1239555656219";"B";"MASSA-CARRARA";"9450007";"624";"1589780";"624";"4898950";"Fivizzano";
"privato";"Toscana";"FIVI_0068_00377";"44.2390708003389";"10.1259777066102";"C";"MASSA-CARRARA";"9450007";"625";"1589940";"625";"4899060";"Fivizzano";
"privato";"Toscana";"FIVI_0164_00048";"44.1542218131296";"10.1024796838326";"E";"MASSA-CARRARA";"9450007";"626";"1588190";"626";"4889610";"Fivizzano";
"privato";"Toscana";"FIVI_0150_00900";"44.1651725752873";"10.1334515237612";"E";"MASSA-CARRARA";"9450007";"627";"1590650";"627";"4890860";"Fivizzano";
"privato";"Toscana";"FIVI_0067_00258";"44.2371176420175";"10.1231855099803";"E";"MASSA-CARRARA";"9450007";"628";"1589720";"628";"4898840";"Fivizzano";
"privato";"Toscana";"FIVI_0143_00550";"44.1656166627292";"10.1249550027939";"A";"MASSA-CARRARA";"9450007";"629";"1589970";"629";"4890900";"Fivizzano";
"pubblico";"Toscana";"FIVI_0143_00549";"44.1656178938154";"10.124829952311";"A";"MASSA-CARRARA";"9450007";"630";"1589960";"630";"4890900";"Fivizzano";
"privato";"Toscana";"FIVI_0158_00170";"44.1637880436358";"10.1277968683983";"A";"MASSA-CARRARA";"9450007";"631";"1590200";"631";"4890700";"Fivizzano";
"privato";"Toscana";"FIVI_0143_00743";"44.1702515836682";"10.1205400707426";"A";"MASSA-CARRARA";"9450007";"632";"1589610";"632";"4891410";"Fivizzano";
"privato";"Toscana";"FIVI_0158_00163";"44.1638731189561";"10.1282987696595";"B";"MASSA-CARRARA";"9450007";"633";"1590240";"633";"4890710";"Fivizzano";
"privato";"Toscana";"FIVI_0158_00109";"44.1646092663579";"10.1266868658244";"E";"MASSA-CARRARA";"9450007";"634";"1590110";"634";"4890790";"Fivizzano";
"privato";"Toscana";"FIVI_0004_00660";"44.1911715513652";"10.1079229906234";"A";"MASSA-CARRARA";"9450007";"635";"1588570";"635";"4893720";"Fivizzano";
"privato";"Toscana";"FIVI_0158_00502";"44.1588200185636";"10.1294530820919";"A";"MASSA-CARRARA";"9450007";"636";"1590340";"636";"4890150";"Fivizzano";
"privato";"Toscana";"FIVI_0158_00770";"44.1590863501974";"10.1298333420095";"A";"MASSA-CARRARA";"9450007";"637";"1590370";"637";"4890180";"Fivizzano";
"privato";"Toscana";"FIVI_0004_00166";"44.1899953088448";"10.1085265872832";"A";"MASSA-CARRARA";"9450007";"638";"1588620";"638";"4893590";"Fivizzano";
